app,mode,destination,source,price,distance
Uber,Black SUV,Beacon Hill,Fenway,30.5,2.46
Lyft,Shared,Northeastern University,Theatre District,7.0,2.13
Lyft,Lyft XL,West End,North End,13.5,1.18
Uber,UberXL,Fenway,Theatre District,16.0,2.66
Lyft,Lux,Northeastern University,Theatre District,19.5,2.14
Lyft,Lux,Back Bay,Northeastern University,22.5,1.5
Uber,UberX,Theatre District,Boston University,11.5,2.98
Uber,Black,West End,Boston University,21.0,3.04
Uber,UberX,Northeastern University,North Station,10.5,3.37
Lyft,Lyft,Fenway,Back Bay,7.0,1.38
Lyft,Lux Black XL,Back Bay,South Station,34.0,2.43
Uber,UberXL,West End,Fenway,16.0,2.72
Lyft,Lyft XL,North End,West End,11.0,1.08
Uber,UberXL,Financial District,North End,11.5,1.2
Uber,Black SUV,West End,Northeastern University,34.0,2.86
Lyft,Shared,Beacon Hill,Fenway,7.0,2.42
Uber,UberX,South Station,Back Bay,12.5,6.26
Uber,UberXL,Boston University,Beacon Hill,15.0,2.27
Lyft,Lyft,Back Bay,Boston University,7.0,1.49
Uber,UberPool,Financial District,North End,8.0,1.13
Uber,Black,Boston University,North Station,26.0,3.01
Uber,UberXL,Haymarket Square,North Station,11.5,0.56
Lyft,Lux Black XL,South Station,Theatre District,26.0,0.59
Uber,Black SUV,South Station,Theatre District,27.5,0.55
Lyft,Lux Black XL,Theatre District,Fenway,52.5,2.51
Uber,UberXL,Northeastern University,Back Bay,12.0,1.22
Lyft,Lux Black,Financial District,Haymarket Square,16.5,0.96
Lyft,Lux Black,Financial District,North End,16.5,1.17
Uber,UberPool,West End,Northeastern University,9.0,2.86
Uber,UberX,Boston University,Beacon Hill,11.0,2.25
Lyft,Lux Black XL,South Station,West End,26.0,1.74
Lyft,Lyft,Fenway,West End,10.5,3.03
Uber,UberX,Northeastern University,West End,10.5,3.08
Uber,Black,Boston University,Financial District,37.0,5.56
Uber,UberXL,Theatre District,Fenway,15.0,2.66
Lyft,Lyft,Haymarket Square,Financial District,7.0,1.03
Uber,UberPool,Financial District,Fenway,11.0,4.4
Uber,WAV,West End,South Station,8.5,1.71
Uber,Black,Beacon Hill,Northeastern University,21.5,2.61
Uber,Black SUV,Northeastern University,North Station,35.0,3.37
Uber,UberX,North End,Financial District,8.0,1.21
Lyft,Lux Black XL,Boston University,Financial District,45.5,5.2
Lyft,Lux Black XL,Haymarket Square,Financial District,38.0,0.98
Lyft,Lux,West End,Boston University,22.5,3.14
Uber,WAV,Northeastern University,Financial District,14.0,4.73
Uber,Black SUV,Theatre District,Boston University,33.5,2.98
Uber,WAV,Financial District,Haymarket Square,7.0,0.99
Uber,UberX,South Station,Financial District,7.0,0.39
Uber,UberPool,Financial District,Northeastern University,11.0,4.55
Uber,Black,North End,West End,17.0,1.0
Lyft,Lyft,Back Bay,Boston University,7.0,1.49
Uber,UberX,Back Bay,Haymarket Square,9.5,1.78
Lyft,Lux Black,Financial District,North End,16.5,1.26
Lyft,Lux Black,Financial District,South Station,16.5,0.59
Lyft,Shared,Theatre District,South Station,3.5,1.18
Uber,Black,Haymarket Square,West End,15.0,0.72
Uber,WAV,Boston University,West End,12.0,2.8
Lyft,Lux Black XL,Beacon Hill,Northeastern University,27.5,2.53
Lyft,Lux Black XL,Haymarket Square,North Station,26.0,0.73
Uber,UberXL,Northeastern University,Back Bay,18.5,1.08
Uber,Black SUV,North End,West End,26.0,1.23
Uber,Black,Fenway,Beacon Hill,19.5,2.32
Lyft,Lyft XL,Northeastern University,Theatre District,13.5,2.14
Uber,UberPool,Northeastern University,Financial District,14.5,7.46
Uber,Black,North Station,South Station,18.5,1.84
Uber,Black SUV,North Station,South Station,27.0,2.29
Lyft,Lyft,North Station,Haymarket Square,7.0,0.53
Lyft,Shared,Fenway,West End,7.0,2.93
Lyft,Lyft,North End,Back Bay,11.0,2.44
Lyft,Lux Black XL,Boston University,Back Bay,27.5,1.45
Lyft,Lux,North End,Theatre District,13.5,1.74
Uber,UberPool,Theatre District,Boston University,8.5,2.45
Lyft,Lux Black XL,Haymarket Square,Theatre District,26.0,1.73
Lyft,Lux Black,West End,North End,19.5,1.23
Uber,UberX,Financial District,Haymarket Square,7.0,0.82
Uber,UberXL,North End,Back Bay,26.0,2.33
Uber,Black SUV,Northeastern University,Beacon Hill,29.5,1.97
Lyft,Lux Black,West End,Boston University,34.0,3.03
Uber,UberX,Boston University,Beacon Hill,9.0,2.27
Lyft,Lyft XL,North Station,North End,10.5,0.99
Uber,UberPool,Haymarket Square,West End,6.5,0.72
Lyft,Shared,Haymarket Square,Financial District,5.0,1.01
Uber,WAV,Boston University,North Station,10.5,3.01
Lyft,Lyft XL,Beacon Hill,South Station,16.5,2.55
Uber,WAV,North Station,Boston University,13.0,3.41
Uber,Black SUV,West End,Fenway,29.5,2.72
Lyft,Lux Black,Haymarket Square,Beacon Hill,27.5,1.36
Uber,WAV,Northeastern University,Back Bay,10.5,1.22
Uber,UberPool,North Station,South Station,6.5,1.58
Lyft,Lux Black,Boston University,Back Bay,19.5,1.45
Uber,Black,Back Bay,South Station,24.0,3.44
Uber,WAV,Northeastern University,West End,11.0,3.08
Uber,Black,Beacon Hill,North End,20.5,1.9
Uber,Black,West End,South Station,19.5,1.89
Uber,WAV,North Station,South Station,9.5,2.29
Lyft,Lyft XL,Northeastern University,Theatre District,16.5,2.24
Lyft,Shared,Back Bay,Fenway,3.5,1.47
Lyft,Lux Black,North End,North Station,16.5,1.18
Uber,Black SUV,Fenway,West End,31.5,2.84
Lyft,Lux,Theatre District,North End,19.5,1.52
Lyft,Lyft,Back Bay,Fenway,7.0,1.47
Uber,WAV,West End,North End,8.0,1.16
Lyft,Lyft XL,Back Bay,Fenway,11.0,1.51
Lyft,Lux Black XL,Financial District,South Station,26.0,0.59
Lyft,Lux,Financial District,Fenway,27.5,4.37
Uber,UberPool,North Station,Haymarket Square,7.5,0.49
Lyft,Lux Black XL,Back Bay,South Station,34.0,3.28
Lyft,Lyft XL,Fenway,Beacon Hill,16.5,2.36
Lyft,Lyft XL,Back Bay,Northeastern University,13.5,1.49
Uber,Black,West End,Boston University,25.5,3.05
Lyft,Lux Black,Beacon Hill,Haymarket Square,16.5,1.32
Uber,UberXL,Back Bay,Boston University,13.5,1.51
Lyft,Shared,South Station,Theatre District,3.0,0.64
Uber,WAV,Back Bay,Fenway,7.5,1.5
Lyft,Lux,Northeastern University,Theatre District,19.5,2.95
Lyft,Shared,South Station,North Station,3.0,2.11
Uber,UberXL,North End,Theatre District,13.0,1.57
Uber,Black SUV,North End,North Station,26.0,1.08
Lyft,Lyft,North End,Beacon Hill,9.0,1.74
Lyft,Lyft,North Station,Haymarket Square,7.0,0.57
Uber,UberX,Theatre District,South Station,8.0,1.3
Uber,UberPool,Theatre District,Fenway,9.0,2.66
Uber,UberPool,Theatre District,Northeastern University,9.0,1.91
Uber,Black,Fenway,Beacon Hill,19.5,2.32
Uber,UberX,Financial District,Northeastern University,12.0,4.55
Lyft,Lux Black,Northeastern University,Back Bay,16.5,1.12
Lyft,Lyft XL,South Station,Beacon Hill,16.5,2.24
Uber,UberXL,Back Bay,Haymarket Square,16.0,2.04
Uber,UberXL,North End,Theatre District,16.0,1.57
Uber,Black,West End,Fenway,23.5,2.72
Uber,Black,Beacon Hill,South Station,21.0,2.5
Uber,Black,Boston University,Theatre District,21.5,2.62
Uber,UberX,West End,Fenway,10.5,2.72
Uber,UberPool,South Station,Back Bay,10.0,1.68
Lyft,Lux Black,Back Bay,Boston University,19.5,1.93
Lyft,Lux,West End,South Station,19.5,2.06
Lyft,Lux Black XL,Boston University,Beacon Hill,27.5,2.43
Uber,UberX,Fenway,Beacon Hill,10.5,2.32
Lyft,Lux Black XL,Financial District,Fenway,45.5,4.12
Lyft,Lux,Back Bay,Haymarket Square,16.5,2.44
Uber,UberXL,West End,Fenway,17.0,2.72
Lyft,Lux Black XL,Fenway,Financial District,38.5,4.56
Uber,UberX,West End,North End,12.5,1.22
Lyft,Lyft XL,West End,South Station,13.5,2.11
Lyft,Lux Black,South Station,Financial District,16.5,0.39
Lyft,Shared,North Station,Northeastern University,3.0,3.23
Lyft,Lux Black XL,Theatre District,Boston University,42.5,2.98
Uber,Black,Financial District,South Station,16.0,0.63
Uber,UberX,Fenway,North Station,10.5,3.05
Lyft,Lyft XL,Northeastern University,West End,19.5,3.08
Uber,Black,Haymarket Square,West End,16.0,0.73
Lyft,Lux,South Station,North Station,16.5,2.04
Uber,UberX,Beacon Hill,Boston University,9.5,2.79
Lyft,Lyft XL,Financial District,Northeastern University,22.5,3.98
Uber,WAV,North Station,North End,7.0,1.03
Lyft,Lux Black,Northeastern University,West End,26.0,3.02
Lyft,Lyft,North End,North Station,9.0,1.01
Uber,WAV,West End,Fenway,15.0,2.72
Lyft,Lyft XL,South Station,Back Bay,11.0,1.35
Uber,Black SUV,South Station,North Station,26.0,2.17
Uber,UberXL,North Station,Boston University,17.5,3.39
Lyft,Lux Black XL,Beacon Hill,South Station,34.0,2.46
Lyft,Lux Black XL,Haymarket Square,West End,26.0,0.88
Lyft,Lyft XL,Northeastern University,Beacon Hill,16.5,2.64
Lyft,Lyft XL,North End,Back Bay,16.5,3.01
Uber,UberXL,Northeastern University,West End,16.5,3.15
Lyft,Lux,Beacon Hill,Fenway,16.5,2.42
Lyft,Lyft,Theatre District,Boston University,10.5,3.02
Uber,Black SUV,Financial District,North End,27.5,1.04
Lyft,Lux,Theatre District,Haymarket Square,13.5,1.25
Lyft,Lux Black XL,Back Bay,Northeastern University,27.5,1.45
Lyft,Lux,Beacon Hill,Haymarket Square,11.0,1.11
Lyft,Lux Black XL,South Station,Financial District,26.0,0.44
Lyft,Lyft,South Station,West End,9.0,1.53
Uber,Black SUV,Theatre District,South Station,26.0,1.12
Uber,UberX,North End,Back Bay,11.0,3.17
Uber,Black SUV,Financial District,Northeastern University,36.5,2.66
Uber,UberX,North Station,Northeastern University,10.5,3.22
Lyft,Lyft,Beacon Hill,Haymarket Square,7.0,1.4
Lyft,Lux Black,Financial District,South Station,16.5,0.59
Uber,UberPool,Fenway,Theatre District,9.0,2.66
Uber,UberPool,South Station,West End,11.5,2.14
Uber,UberXL,Northeastern University,Back Bay,10.5,1.22
Lyft,Lux Black XL,Beacon Hill,Fenway,30.0,2.44
Uber,UberXL,North Station,Boston University,18.0,3.1
Lyft,Lux,Haymarket Square,Theatre District,16.5,1.7
Lyft,Shared,Haymarket Square,West End,5.0,0.76
Uber,Black SUV,Theatre District,Northeastern University,29.5,1.91
Uber,Black,Financial District,South Station,15.0,0.63
Uber,WAV,South Station,North Station,8.5,2.17
Lyft,Shared,North Station,Northeastern University,9.0,3.31
Uber,UberPool,North End,West End,7.5,1.23
Uber,Black SUV,Beacon Hill,Boston University,29.5,2.79
Uber,WAV,Beacon Hill,North End,17.0,2.67
Uber,UberPool,Haymarket Square,North Station,5.5,0.67
Lyft,Lux Black,Fenway,Beacon Hill,27.5,2.37
Lyft,Lux Black,Haymarket Square,Financial District,16.5,1.07
Lyft,Lyft,Boston University,West End,10.5,2.91
Uber,Black SUV,West End,Northeastern University,31.0,2.86
Uber,WAV,Financial District,Boston University,15.0,4.72
Lyft,Lyft,South Station,North Station,9.0,2.07
Lyft,Lux Black XL,North End,Theatre District,27.5,1.73
Uber,Black,North Station,Fenway,22.0,2.65
Uber,Black,West End,Northeastern University,19.5,2.86
Lyft,Lyft,Back Bay,North End,10.5,2.87
Uber,UberPool,North End,Back Bay,10.0,3.16
Lyft,Lux,West End,Fenway,16.5,2.82
Lyft,Lyft XL,Haymarket Square,West End,10.5,0.77
Lyft,Lyft XL,North End,Financial District,10.5,1.18
Uber,UberPool,Northeastern University,North Station,10.0,3.3
Uber,Black,Boston University,West End,24.0,2.8
Uber,Black SUV,South Station,Back Bay,33.5,3.45
Lyft,Lyft,Beacon Hill,Haymarket Square,7.0,1.36
Uber,Black,South Station,North Station,20.5,2.17
Lyft,Lux,North Station,North End,13.5,1.1
Lyft,Lux Black,Financial District,Haymarket Square,16.5,0.91
Lyft,Lux,West End,Northeastern University,27.5,2.81
Uber,UberPool,Financial District,South Station,5.5,0.63
Uber,UberXL,Financial District,South Station,14.0,0.63
Lyft,Lyft XL,Boston University,Beacon Hill,13.5,2.3
Lyft,Lyft,Beacon Hill,South Station,9.0,2.4
Lyft,Lyft,Fenway,Theatre District,22.5,4.44
Lyft,Lux,North End,Theatre District,16.5,1.72
Lyft,Lyft XL,West End,South Station,19.5,1.97
Lyft,Lux Black,Haymarket Square,Theatre District,19.5,1.72
Uber,Black SUV,Boston University,Financial District,40.5,5.56
Lyft,Lux Black,South Station,Financial District,16.5,0.44
Uber,UberPool,Boston University,West End,9.0,2.8
Lyft,Lux Black XL,North Station,Fenway,80.0,3.24
Lyft,Lyft,Beacon Hill,Boston University,10.5,2.63
Uber,Black,Beacon Hill,South Station,19.5,2.5
Lyft,Shared,Back Bay,Northeastern University,3.5,1.27
Lyft,Lux Black,Boston University,Beacon Hill,26.0,2.27
Uber,WAV,Theatre District,Fenway,10.5,2.38
Lyft,Lyft,Beacon Hill,Northeastern University,9.0,2.4
Lyft,Lyft,North Station,Northeastern University,10.5,3.19
Uber,UberPool,Financial District,Haymarket Square,7.5,0.99
Uber,UberX,West End,South Station,9.5,1.97
Uber,UberPool,North End,Back Bay,8.5,2.71
Uber,UberXL,Beacon Hill,Boston University,15.5,2.79
Lyft,Lux Black XL,West End,South Station,27.5,1.83
Uber,UberX,Financial District,Fenway,13.5,4.4
Lyft,Lux Black XL,Haymarket Square,North Station,27.5,0.78
Uber,Black,Theatre District,Boston University,24.0,2.98
Lyft,Shared,Fenway,West End,7.0,2.93
Lyft,Lux Black,Beacon Hill,Haymarket Square,16.5,1.36
Lyft,Lyft XL,Northeastern University,Financial District,19.5,3.43
Uber,WAV,Haymarket Square,Theatre District,9.5,1.61
Uber,UberXL,North Station,Northeastern University,17.5,3.21
Uber,Black,Haymarket Square,North Station,16.0,0.56
Uber,Black SUV,Back Bay,South Station,29.5,1.89
Uber,WAV,Northeastern University,Financial District,11.5,2.44
Lyft,Lux Black XL,Northeastern University,Beacon Hill,47.5,2.5
Uber,Black,Northeastern University,West End,24.0,3.2
Uber,UberX,Financial District,Northeastern University,13.0,4.56
Uber,UberX,Boston University,Back Bay,10.5,1.41
Uber,UberX,Boston University,Financial District,20.5,4.44
Lyft,Lux Black XL,Fenway,West End,32.5,2.93
Uber,Black SUV,Theatre District,Fenway,31.0,2.38
Uber,UberX,North End,Beacon Hill,8.5,2.19
Lyft,Lux,South Station,North Station,16.5,2.05
Uber,UberXL,Fenway,North Station,17.5,3.05
Lyft,Lux Black XL,Back Bay,Boston University,38.5,2.12
Lyft,Lyft XL,Theatre District,Boston University,16.5,2.96
Lyft,Lux Black,Financial District,South Station,19.5,0.56
Uber,Black SUV,South Station,Beacon Hill,27.5,2.48
Lyft,Lux Black XL,South Station,Beacon Hill,38.5,2.44
Lyft,Shared,Financial District,Northeastern University,10.5,5.36
Lyft,Shared,Fenway,Back Bay,5.0,1.44
Lyft,Lyft XL,Theatre District,Haymarket Square,10.5,1.24
Uber,UberXL,Boston University,Financial District,44.0,5.56
Lyft,Lyft,South Station,Back Bay,7.0,1.35
Lyft,Lux,Northeastern University,Theatre District,22.5,2.89
Lyft,Lux Black,Haymarket Square,West End,16.5,0.69
Lyft,Lyft,North Station,Boston University,10.5,3.53
Lyft,Lux Black XL,Haymarket Square,Beacon Hill,26.0,1.36
Uber,WAV,Northeastern University,Financial District,10.5,3.3
Uber,WAV,North End,Financial District,8.0,1.21
Uber,UberX,North End,Financial District,7.5,1.21
Lyft,Lyft,Boston University,West End,11.0,2.88
Uber,WAV,Haymarket Square,Financial District,8.0,1.25
Uber,WAV,Haymarket Square,Financial District,12.5,1.25
Lyft,Lux Black XL,Boston University,Back Bay,27.5,1.49
Uber,UberPool,South Station,West End,9.5,1.5
Lyft,Lyft XL,Back Bay,South Station,19.5,3.27
Uber,UberX,Financial District,Fenway,11.5,3.64
Uber,UberXL,Northeastern University,Back Bay,10.5,1.22
Uber,UberX,Back Bay,Fenway,7.0,1.5
Uber,Black,Northeastern University,Beacon Hill,20.5,2.57
Uber,UberXL,Beacon Hill,Boston University,17.0,2.79
Lyft,Lyft,Back Bay,South Station,10.5,3.17
Uber,UberXL,South Station,Back Bay,30.5,3.45
Uber,UberPool,Back Bay,Haymarket Square,10.0,2.3
Lyft,Lyft XL,Theatre District,Boston University,16.5,2.93
Lyft,Lux,Beacon Hill,Northeastern University,16.5,2.45
Lyft,Lux Black XL,Haymarket Square,Financial District,27.5,1.27
Uber,UberXL,Haymarket Square,Financial District,11.0,0.92
Lyft,Lyft XL,Theatre District,North End,13.5,1.54
Uber,WAV,North End,Financial District,7.0,1.22
Uber,Black,West End,Fenway,20.5,2.72
Lyft,Lux,Boston University,Financial District,26.0,4.52
Uber,UberPool,North End,Theatre District,8.0,1.57
Lyft,Lux Black,West End,Northeastern University,26.0,2.81
Lyft,Lyft,North Station,Haymarket Square,7.0,0.54
Uber,UberX,Theatre District,Northeastern University,11.0,1.94
Uber,WAV,Boston University,Theatre District,9.5,2.62
Lyft,Lux,Northeastern University,Financial District,27.5,4.4
Uber,WAV,Northeastern University,West End,10.5,3.08
Uber,WAV,Haymarket Square,North Station,7.0,0.56
Lyft,Lux Black XL,North End,Theatre District,30.0,1.74
Lyft,Lux,Boston University,Financial District,27.5,5.42
Lyft,Lyft,Beacon Hill,Fenway,10.5,2.39
Uber,Black SUV,Northeastern University,Financial District,34.0,2.44
Lyft,Lux Black,Back Bay,South Station,26.0,3.23
Uber,Black,Financial District,North End,17.5,1.07
Lyft,Shared,Northeastern University,Financial District,9.0,3.39
Lyft,Shared,Northeastern University,Back Bay,5.0,1.12
Uber,WAV,North Station,South Station,9.0,2.38
Uber,UberX,North Station,Boston University,10.5,3.39
Lyft,Lux Black,South Station,Back Bay,22.5,1.55
Uber,Black,Beacon Hill,North End,18.5,1.46
Lyft,Lux Black,Beacon Hill,Haymarket Square,16.5,1.22
Uber,Black SUV,Haymarket Square,West End,27.5,0.72
Uber,WAV,Boston University,Theatre District,9.5,2.62
Lyft,Lyft XL,Northeastern University,West End,19.5,3.3
Uber,Black,North Station,North End,16.0,1.03
Lyft,Lux Black,Boston University,North Station,27.5,3.1
Lyft,Lyft XL,Fenway,West End,19.5,2.97
Lyft,Lux Black,Fenway,Beacon Hill,22.5,2.41
Uber,UberXL,North End,West End,10.5,0.98
Uber,WAV,Back Bay,Haymarket Square,8.5,1.82
Lyft,Shared,Fenway,Theatre District,7.0,3.12
Lyft,Lux Black,West End,North End,16.5,1.27
Lyft,Shared,South Station,Financial District,3.0,0.46
Uber,UberXL,Northeastern University,North Station,18.5,3.3
Uber,Black,Fenway,Beacon Hill,20.5,2.37
Lyft,Lyft XL,North End,Beacon Hill,16.5,2.07
Uber,WAV,Back Bay,Northeastern University,7.5,1.4
Uber,Black SUV,Boston University,Theatre District,32.5,2.62
Uber,WAV,Beacon Hill,North End,9.5,1.79
Uber,UberXL,Financial District,Haymarket Square,11.5,0.99
Uber,WAV,Boston University,Back Bay,8.0,1.39
Lyft,Lyft XL,West End,North End,11.0,1.24
Uber,UberX,West End,Boston University,9.5,3.04
Uber,UberX,North End,West End,9.5,1.23
Uber,Black,North End,North Station,15.0,1.08
Lyft,Lyft,Fenway,West End,11.0,2.94
Uber,Black SUV,Theatre District,South Station,26.0,1.39
Lyft,Lyft XL,West End,Haymarket Square,9.0,0.66
Lyft,Lyft,Beacon Hill,South Station,9.0,2.55
Lyft,Lyft,Financial District,Boston University,13.5,4.54
Uber,WAV,Back Bay,Fenway,7.5,1.5
Lyft,Lux Black,Back Bay,Northeastern University,16.5,1.45
Lyft,Lux Black,Boston University,West End,27.5,2.83
Lyft,Lyft,West End,Northeastern University,10.5,2.81
Lyft,Lyft,South Station,West End,9.0,1.72
Lyft,Lux Black,Beacon Hill,North End,22.5,2.39
Lyft,Lyft,Fenway,Financial District,13.5,4.61
Lyft,Lyft XL,Haymarket Square,Theatre District,13.5,1.76
Lyft,Lux,Back Bay,Boston University,16.5,1.49
Lyft,Lux,Beacon Hill,Northeastern University,19.5,2.41
Lyft,Lux Black,Theatre District,Fenway,26.0,2.72
Lyft,Lyft XL,Theatre District,South Station,11.0,1.21
Uber,UberX,South Station,Theatre District,7.0,0.58
Lyft,Shared,Boston University,Theatre District,9.0,5.01
Lyft,Lux Black XL,Back Bay,Boston University,26.0,1.5
Uber,WAV,Haymarket Square,Financial District,8.5,1.25
Uber,UberPool,Back Bay,Boston University,7.5,1.56
Uber,WAV,North Station,South Station,9.0,2.38
Uber,UberX,North Station,Northeastern University,11.0,3.22
Uber,Black,North Station,South Station,18.5,2.24
Lyft,Lyft,Beacon Hill,Boston University,9.0,2.72
Uber,UberPool,West End,North End,5.5,1.11
Uber,Black,Beacon Hill,Haymarket Square,17.0,1.43
Lyft,Lyft XL,Northeastern University,Financial District,22.5,4.33
Uber,Black SUV,Northeastern University,Theatre District,28.5,1.8
Uber,WAV,Beacon Hill,South Station,11.5,2.58
Uber,UberPool,North Station,Fenway,8.5,3.07
Lyft,Lux Black XL,Northeastern University,North Station,38.5,3.3
Uber,Black,North Station,North End,16.0,1.03
Uber,UberXL,Northeastern University,Financial District,20.0,3.29
Lyft,Lux Black,South Station,Beacon Hill,22.5,2.47
Lyft,Lyft XL,North End,Theatre District,13.5,1.69
Lyft,Lyft XL,West End,Fenway,16.5,2.83
Uber,UberX,Boston University,North Station,9.5,3.01
Uber,Black,Northeastern University,Beacon Hill,19.5,1.97
Lyft,Lyft,Northeastern University,West End,10.5,2.99
Lyft,Lyft,Fenway,North Station,11.0,3.15
Lyft,Shared,South Station,Theatre District,3.5,0.66
Uber,Black,West End,South Station,17.5,1.85
Lyft,Lyft,Northeastern University,West End,11.0,3.25
Uber,UberX,Northeastern University,Financial District,9.5,2.44
Uber,UberPool,South Station,Financial District,8.0,0.39
Uber,Black SUV,Haymarket Square,North Station,27.0,0.56
